time(h),formaldehyde(ug/m³)
0.0,625.0875836
0.03333333333333333,615.1655624
0.06666666666666667,550.5979068
0.1,561.3045628
0.5963888888888889,373.4316544
0.63,373.32241039999997
0.6633333333333333,353.2896524
0.6966666666666667,87.5154428
0.7297222222222223,170.52177440000003
0.7627777777777778,240.47254279999999
0.7963888888888889,278.5417332
0.8297222222222222,340.53700879999997
0.8630555555555556,338.4910336
0.8961111111111111,391.1006128
0.9291666666666667,423.86613719999997
0.9625,370.7500304
0.9961111111111111,391.0509508
1.0294444444444444,440.5617576
1.0630555555555556,420.8269592
1.0963888888888889,453.503092
1.1297222222222223,452.93697000000003
1.1627777777777777,433.96692920000004
1.196388888888889,471.6090512
1.2297222222222222,456.333702
1.2627777777777778,428.10708600000004
1.2963888888888888,500.977856
1.3294444444444444,514.2270824
1.3625,448.8549396
1.3958333333333333,466.2457908
1.4294444444444445,452.27153639999995
1.4625,480.88550360000005
1.4958333333333333,489.3872536
1.5291666666666666,465.709466
1.5625,486.9042652
1.5958333333333334,479.22686719999996
1.6294444444444445,462.4517876
1.6625,427.6104784
1.6958333333333333,437.5623092
1.7291666666666667,422.962326
1.7625,436.142038
1.7958333333333334,432.87441479999995
1.8294444444444444,396.0467248
1.8625,446.2130328
1.8955555555555557,387.97204320000003
1.9288888888888889,374.41492480000005
1.9619444444444445,410.6764928
1.9955555555555555,420.956068
2.028611111111111,376.87804839999995
2.0619444444444444,400.7048096
2.0955555555555554,414.4407112
2.128888888888889,397.983456
2.1622222222222223,386.3730012
2.1952777777777777,349.8432584
2.2286111111111113,404.9556908
2.2619444444444445,354.3722344
2.2952777777777778,326.52302480000003
2.328611111111111,383.7410268
2.361666666666667,399.65202480000005
2.395,388.51830040000004
2.4283333333333332,388.98509839999997
2.4616666666666664,382.4002148
2.4947222222222223,292.9927304
2.5283333333333333,391.9845468
2.5616666666666665,368.068394
2.595,338.20300640000005
2.6283333333333334,325.23186239999995
2.661388888888889,380.781308
2.695,371.922004
2.7283333333333335,323.67255
2.761388888888889,360.957118
2.794722222222222,293.6879736
2.828333333333333,355.20651879999997
2.861666666666667,355.236316
2.895,314.5947456
2.9283333333333332,300.7098704
2.9616666666666664,296.3894624
2.9947222222222223,281.72989720000004
3.0280555555555555,321.457724
3.061111111111111,324.8842532
3.0944444444444446,303.739116
3.1280555555555556,293.2112432
3.161111111111111,311.2178784
3.1944444444444446,342.72205
3.2280555555555557,287.61955
3.261388888888889,284.83860200000004
3.294722222222222,372.5675728
3.3280555555555558,323.106428
3.361666666666667,343.8443616
3.395,316.98834239999996
3.4283333333333332,287.62948240000003
3.4616666666666664,263.1670724
3.495,285.871522
3.528611111111111,266.2956296
3.5619444444444444,306.3015636
3.5947222222222224,296.578178
3.6283333333333334,282.3953432
3.6616666666666666,258.4096636
3.695,316.1341932
3.7283333333333335,249.2424676
3.7616666666666667,288.8511056
3.7952777777777778,280.9055452
3.828611111111111,292.8636216
3.8619444444444446,263.3855728
3.895277777777778,264.6767228
3.928611111111111,309.9267284
3.9619444444444443,216.8245524
3.995,279.8726252
4.028333333333333,214.70905040000002
4.0616666666666665,290.7481072
4.095,224.9786932
4.128055555555555,275.7905824
4.161666666666667,208.02484280000002
4.1947222222222225,247.603696
4.228055555555556,227.37229
4.261388888888889,307.0563888
4.294722222222222,221.0952984
4.328055555555555,240.810232
4.3613888888888885,192.292628
4.394722222222223,236.85731040000002
4.427777777777778,230.0539264
4.461388888888889,194.3286708
4.4944444444444445,216.12932160000003
4.5275,211.2626564
4.561111111111111,272.741472
4.594444444444444,238.545744
4.627777777777778,206.8032072
4.661111111111111,293.7674328
4.6947222222222225,230.6001836
4.728055555555556,268.4806708
4.761111111111111,174.28598040000003
4.794444444444444,268.82828
4.8277777777777775,219.8835952
4.861111111111111,192.8885348
4.894444444444445,184.525826
4.928055555555556,254.72490439999999
4.961666666666667,215.9108212
4.995,275.621744
5.0280555555555555,173.9979532
5.0616666666666665,181.9534584
5.095277777777778,158.514036
5.128333333333333,175.4480216
5.161666666666667,193.36527759999998
5.195,208.50157320000002
5.228611111111111,194.567036
5.261666666666667,220.1418252
5.295,128.5493244
5.328333333333333,192.9878588
5.361666666666666,224.174206
5.395,198.3809164
5.428333333333334,153.54805919999998
5.461388888888889,170.3727884
5.495,167.6017728
5.528333333333333,169.3597332
5.561388888888889,252.86763240000002
5.595,240.50234
5.628333333333333,150.6975844
5.661666666666667,200.33751239999998
5.6947222222222225,128.3506764
5.728055555555556,174.82230520000002
5.761388888888889,147.3703792
5.794722222222222,174.01781799999998
5.8277777777777775,119.8588588
5.861111111111111,184.0788928
5.894444444444445,160.470632
5.927777777777778,147.7279332
5.961111111111111,213.0603464
5.994166666666667,180.6523636
6.0275,168.2771512
6.061111111111111,229.07065599999999
6.094444444444444,162.13920080000003
6.127222222222223,196.3349288
6.160555555555556,156.0310476
6.193888888888889,141.7389564
6.2275,155.6039668
6.260833333333333,223.00223240000003
6.2941666666666665,204.1315156
6.3277777777777775,164.61225679999998
6.360833333333333,148.9495564
6.394166666666667,156.38860160000002
6.4275,213.0106844
6.460833333333333,160.5997408
6.494166666666667,167.7706236
6.5275,155.7926824
6.560555555555555,151.61132800000001
6.5938888888888885,108.5761608
6.6275,148.0258928
6.660833333333334,145.90044600000002
6.694166666666667,120.64348120000001
6.727222222222222,116.27342359999999
6.760555555555555,196.71234760000002
6.793888888888889,137.52780479999998
6.8275,133.85299039999998
6.860555555555556,190.53466759999998
6.893888888888889,174.59387239999998
6.927222222222222,175.7261164
6.960555555555556,111.8636364
6.994166666666667,99.5380736
7.0275,129.055852
7.060833333333333,181.8839316
7.094166666666666,120.5838868
7.1275,112.60852919999999
7.160833333333334,199.9004992
7.194166666666667,119.2331424
7.2275,167.51239360000002
7.260833333333333,78.50516879999999
7.293888888888889,97.55168040000001
7.327222222222222,121.11027920000001
7.360833333333333,206.3761388
7.394166666666667,174.7825756
7.427777777777778,129.0856492
7.461111111111111,100.6901824
7.4944444444444445,200.4964184
7.527777777777778,82.041934
7.560833333333333,68.9933396
7.594444444444444,96.74620119999999
7.627777777777778,173.6602764
7.661111111111111,137.0212772
7.694444444444445,145.91037839999998
7.727777777777778,111.69478559999999
7.761111111111111,161.50355199999998
7.794444444444444,164.1951208
7.8277777777777775,119.4516428
7.861111111111111,139.9114816
7.894722222222223,157.5704952
7.927777777777778,146.7049332
7.961111111111111,143.8644032
7.994722222222222,150.3201656
8.027777777777779,91.5537756
8.061388888888889,113.2541104
8.094444444444445,98.87462400000001
8.128055555555555,74.0119544
8.161388888888888,168.197692
8.194722222222222,147.3306496
8.228333333333333,99.40896479999999
8.261388888888888,141.3714824
8.294722222222223,123.6429296
8.328055555555556,102.0607916
8.36138888888889,124.7950384
8.395,106.24214599999999
8.428055555555556,140.5471304
8.461666666666666,95.8096168
8.494722222222222,81.81350119999999
8.528055555555556,95.17496
8.561111111111112,132.303598
8.594444444444445,79.19543959999999
8.627777777777778,145.16548559999998
8.661388888888888,91.16344840000001
8.694722222222222,73.2779736
8.728055555555555,96.4939356
8.761388888888888,136.0777488
8.794722222222223,106.8777948
8.828055555555556,100.7001148
8.86138888888889,74.2215144
8.894722222222223,118.7365472
8.928055555555556,107.71207919999999
8.961388888888889,110.2149324
8.994444444444444,182.7082836
9.028055555555556,131.81693520000002
9.061111111111112,88.5960408
9.094722222222222,103.1433736
9.128333333333334,124.83476800000001
9.161388888888888,156.0509124
9.194722222222222,89.4660744
9.228333333333333,122.0240228
9.261666666666667,87.0257916
9.295,54.941597599999994
9.328333333333333,48.8612576
9.361666666666666,97.38185
9.395,97.8685128
9.428333333333333,87.344608
9.461666666666666,118.3094788
9.495,94.5432916
9.528333333333334,115.6775044
9.561666666666667,70.93106279999999
9.595,78.8696668
9.628333333333334,104.3749416
9.661666666666667,63.1295036
9.695,121.15000880000001
9.728333333333333,55.4441572
9.761666666666667,67.1787608
9.795,102.2991568
9.828333333333333,132.760476
9.861944444444445,85.8131088
9.895277777777778,99.855898
9.928611111111111,90.842648
9.961666666666666,139.971076
9.995,83.638992
10.028333333333334,87.96138400000001
10.061944444444444,61.550326399999996
10.094722222222222,112.01261000000001
10.128055555555555,53.1568284
10.161388888888888,87.085386
10.194722222222222,111.0094872
10.228333333333333,78.432666
10.261666666666667,69.5604536
10.295,39.5192588
10.328333333333333,48.255406
10.361666666666666,90.7751052
10.395,98.204218
10.428333333333333,62.307135599999995
10.461666666666666,77.1663408
10.495,133.4656392
10.528055555555556,50.5447188
10.561388888888889,71.84479400000001
10.594722222222222,110.8605012
10.628333333333334,114.00893559999999
10.661666666666667,43.1235668
10.694722222222222,28.7271916
10.728055555555555,125.2916336
10.761388888888888,38.4039036
10.794722222222223,70.6678604
10.828055555555556,26.5858604
10.86111111111111,104.94106359999999
10.894444444444444,14.7896784
10.927777777777777,7.4021924
10.96111111111111,75.6139724
10.99388888888889,81.215598
11.0275,83.65488880000001
11.060833333333333,34.8462692
11.094166666666666,66.6205872
11.1275,73.08331840000001
11.160833333333333,70.69070119999999
11.194166666666666,-22.1283952
11.227777777777778,19.4269064
11.260833333333334,74.3079176
11.294166666666667,52.097087200000004
11.3275,94.1033024
11.36111111111111,49.971652799999994
11.394166666666667,89.6815988
11.4275,102.17004800000001
11.460833333333333,68.0964724
11.494166666666667,62.6835624
11.5275,0.58931
11.560833333333333,58.783278800000005
11.594166666666666,74.0616164
11.627777777777778,63.2725252
11.661111111111111,93.19950359999999
11.694444444444445,47.2979648
11.727777777777778,38.2837228
11.761388888888888,64.2428748
11.794722222222223,52.3116196
11.827777777777778,56.1960064
11.86111111111111,69.73624840000001
11.894444444444444,41.1192928
11.9275,103.25263
11.96111111111111,92.1914084
11.994722222222222,40.9117168
12.027777777777779,105.52705040000001
12.061111111111112,94.3267752
12.094166666666666,62.7352084
12.127777777777778,43.606261599999996
12.160833333333333,57.940053999999996
12.194166666666666,82.9209204
